,claim nr,claim,most sim ngram,most sim paragraph,predicted stance,actual stance
402,12639,brain surgery recovery teenage girl wakes up during procedure talks about cats   ,,otherwise the <unknown> seems to be <unknown> well in her recovery and is looking forward,agree,agree
403,12702,a justin bieber <unknown> just saved a mans life who was being attacked by a,bear <unknown> <unknown> face and,but as the bear <unknown> <unknown> face and back his mobile phone rang the <unknown>,agree,agree
404,12706,apple to shut down beats music not so apple says     ,,this story is developing           ,agree,agree
405,12720,<unknown> woman theyre not fake          ,,but now florida woman <unknown> <unknown> is facing claims that the surgery is a fake,disagree,disagree
406,12722,airline passenger freaks out over crew 's merry christmas greeting     ,of la <unknown> airport on,a passenger was <unknown> from his flight out of la <unknown> airport on tuesday after,agree,agree
407,12746,pregnant ferguson woman loses her eye after police shoot her car with bean bag during,,police say they have issued a warrant for <unknown> arrest and set a bond for,agree,agree
408,12808,justin bieber <unknown> saved a russian fisherman during a bear attack    ,i think however thats just,i think however thats just code for im honestly just a true <unknown>  ,agree,agree
409,12812,i am lost for words <unknown> boy billed for missing friends birthday party  ,,it is all but impossible that ms lawrence will be able to recover the <number>,agree,agree
410,12825,sexually frustrated female <unknown> killed male because his penis was too small   ,,in other words he wasnt a suitable lover and we assume that after failing to,agree,agree
411,12858,<unknown> will build battery <unknown> in nevada        ,,<unknown> is expected to announce that it has selected nevada for its new <unknown> ,agree,agree
412,12890,kim jong-un loves cheese so much he 's ballooned in size and walks with limp,,it comes after the <unknown> vanished from his usual role as <unknown> to the isolated,agree,agree
413,12912,fake news report claims <unknown> have cut down world 's oldest tree   ,,              ,agree,agree
414,12918,these men <unknown> their <unknown> mothers is the best payback ever    ,,the peruvian tv show harassing your mother performs secret <unknown> on the mothers of <unknown>,agree,agree
415,12934,<unknown> cat buried <unknown> believed dead <unknown> back to life     ,,the owner took the cat to the tampa bay humane society where <unknown> will have,agree,agree
416,12946,argentina president <unknown> jewish <unknown> for first time in country 's history   ,,the president of argentina <unknown> <unknown> de <unknown> has adopted a jewish <unknown> to prevent,agree,agree
417,13003,<unknown> <unknown> found dead but still makes it to family movie night   ,<unknown> <unknown> has denied reports,<unknown> boss <unknown> <unknown> has denied reports that he is dead and said the rumours,agree,agree
418,13037,people actually believed <unknown> president adopted a jewish boy to stop his change into a,,<unknown> <unknown> de <unknown> the president of argentina got a new addition to her family,disagree,disagree
419,13155,pregnant woman loses eye after ferguson cops fire bean bag     ,,thats when one of the cops fired a specialized bean bag round into the front,agree,agree
420,13170,cruel aunt cuts off <unknown> <unknown> penis after he walks in on her using the,<number> now faces jail time,<unknown> <unknown> <number> now faces jail time following her sadistic punishment of her nephew <unknown>,agree,agree
421,13250,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,fishing in northern russia was,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
422,13284,a <unknown> girl gave this <unknown> letter to her teacher after he came out as,,a teacher has shared a touching note he received from a <unknown> student after he,agree,agree
423,13322,man 's girlfriend <unknown> acid on his penis after he <unknown> recorded their sex session,,according to <unknown> the pair had been dating since december and while they agreed to,agree,agree
424,13324,rise of the <unknown> cat pet who was killed and buried by his owner climbed,,<unknown> at the humane society of tampa bay expect <unknown> to fully recover and be,agree,agree
425,13384,microsoft to buy <unknown> creator <unknown> for <unknown>       ,,microsoft is primarily known for business software like word and outlook but this acquisition will,agree,agree
426,13435,justin bieber <unknown> saves russian fisherman from bear attack      ,,bears might be the <unknown> threat to america but whats the <unknown> threat to bears,agree,agree
427,13441,<unknown> girl wakes up during brain surgery asks doctors <unknown> it going   ,,after her successful brain surgery recovery <unknown> told the daily mail about the experience ,agree,agree
428,13452,woman pays <number> for third <unknown> to make herself less attractive to men  ,,a woman has spent <number> on surgery to get a third <unknown> and her dream,agree,agree
429,13465,justin bieber saves man from bear attack        ,fishing in northern russia was,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
430,13624,apple to shut down beats music not so apple says     ,,apple bought the service started by jimmy <unknown> and dr <unknown> in may for <number>,agree,agree
431,13641,<unknown> woman theyre not fake          ,,the tampa fla woman who claimed to have had plastic surgery to add a third,disagree,disagree
432,13663,<unknown> have not accidentally cut down worlds oldest tree      ,,fake news             ,agree,agree
433,13689,<unknown> is never funny unless it 's these bros tricked into <unknown> their mothers ,,street <unknown> is something that happens to women all over the globe it may begin,agree,agree
434,13712,<unknown> is better not together company to split into <unknown> and <unknown> businesses  ,,the pc and <unknown> entity to be known as <unknown> inc will be led by,agree,agree
435,13721,man removed from plane over christmas greeting dispute       ,,a man was tossed off a flight at <unknown> this week after he freaked out,agree,agree
436,13761,tv show tricks chronic <unknown> into harassing their own mothers     ,,the mother then turns around and walks up to her son the realization that he,agree,agree
437,13775,no argentina 's president did not <unknown> a jewish child to stop him turning into,,nope <unknown> president <unknown> <unknown> de <unknown> has not become <unknown> of a jewish baby,agree,agree
438,13818,argentina 's president didnt <unknown> a jewish child to avoid becoming a <unknown> so what,like all good urban myths,like all good urban myths the articles were based on a grain of truth by,agree,agree
439,13837,<unknown> cat buried <unknown> believed dead <unknown> back to life     ,,i open the door and my neighbor 's standing there with the cat in her,agree,agree
440,13873,the <unknown> was sick so the bride married a guest at her wedding in a,ceremony of <unknown> <unknown> <unknown>,all was going well at the wedding ceremony of <unknown> <unknown> <unknown> a resident of,agree,agree
441,13957,<unknown> girl probably a hoax because obviously        ,,              ,agree,agree
442,14033,three afghan soldiers found at canada border after leaving <unknown> <unknown> base   ,,              ,agree,agree
443,14035,<unknown> we did n't threaten foley <unknown> families       ,,we took every effort and will continue to take every effort to secure people he,agree,agree
444,14038,miracle cat <unknown> from the dead five days after burial     ,<unknown> started when he was,the miracle <unknown> <unknown> started when he was struck by a car and his <unknown>,agree,agree
445,14044,mans penis destroyed by battery acid over viral sex video in south africa  ,,the girl whose name is known to african eye news service <unknown> but can not,agree,agree
446,14052,<unknown> president <unknown> jewish <unknown> to <unknown> <unknown> legend      ,,the president of argentina has adopted a young jewish man as her <unknown> to stop,agree,agree
447,14078,argentina 's president <unknown> <unknown> <unknown> jewish <unknown> to prevent him turning into a <unknown>,the president of argentina adopted,reports that the president of argentina adopted a boy as her <unknown> to prevent him,disagree,disagree
448,14086,man in china recovering in hospital after wife chopped off his penis   ,,she allegedly flew into a rage after discovering a <unknown> email exchange between husband fan,agree,agree
449,14119,<unknown> <unknown> brain surgery teen wakes up <unknown> on table chats about cat  ,,halfway through brain surgery aimed to remove a <unknown> growth a teenager allegedly woke up,agree,agree
450,14143,justin bieber <unknown> off <unknown> bear and saves fisherman from a <unknown>   ,,a man was saved from a vicious bear attack thanks to his justin bieber <unknown>,agree,agree
451,14149,no the world 's oldest tree has not been accidentally cut down by <unknown> in,the worlds oldest tree has,reports that the worlds oldest tree has been accidentally chopped down by <unknown> in <unknown>,agree,agree
452,14168,charlie hebdo top cop <unknown> <unknown> kills himself hours after magazine massacre   ,,the <unknown> was investigating the devastating terrorist attack at charlie hebdo magazine when he killed,agree,agree
453,14188,rise of the <unknown> cat pet who was killed and buried by his owner climbed,'s owner <unknown> <number> said,the cat 's owner <unknown> <number> said he found <unknown> the cat two weeks ago,agree,agree
454,14234,surgery patient wakes up asks <unknown> how 's it going     ,,after her successful brain surgery recovery <unknown> told the daily mail about the experience ,agree,agree
455,14254,gay teacher receives touching letter from student <number> after he comes out   ,,<unknown> <unknown> december <number> <number>          ,agree,agree
456,14290,google translate <unknown> site family <unknown> <unknown> <unknown> <unknown> fabricating a statement <unknown> them ,,as the site said <number> <unknown> in a report published since few the statement which,agree,agree
457,14313,transgender teenager <number> leaves <unknown> suicide note blaming her christian parents before walking in front,,<unknown> <unknown> <number> had scheduled the letter to go live on her <unknown> account after,agree,agree
458,14346,teen wakes up during brain surgery asks how its going     ,,despite the fact that her brain was indeed exposed during the <unknown> parts of her,agree,agree
459,14354,news read the touching letter this <unknown> girl sent her teacher after he came out,,this letter from a little girl in support of her gay teacher might bring a,agree,agree
460,14363,transgender teen <unknown> <unknown> blames christian parents in <unknown> suicide note    ,,<unknown> died around <number> am sunday after she was hit by a <unknown> trailer near,agree,agree
461,14527,man saved from bear attack when his justin bieber ringtones goes off sending bear fleeing,fishing in northern russia was,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
462,14546,<unknown> girl <unknown> touching letter to teacher who came out as gay   ,,a teacher has shared a touching note he received from a <unknown> student after he,agree,agree
463,14552,how 's it going teenager wakes up during brain surgery and asks doctors for progress,,while chatting with doctors during the procedure <unknown> reportedly asked how the surgery was going,agree,agree
464,14634,ferguson and hong <unknown> have one important thing in common     ,,tens of thousands of people mainly students have brought central hong <unknown> to a <unknown>,agree,agree
465,14652,<unknown> to choose nevada for battery factory        ,,<unknown> says it will join governor brian sandoval 's and <unknown> leaders at a news,agree,agree
466,14763,<unknown> blasts fake report alleging she was abused by bill <unknown> keep me out of,,i was not taking advantage of by mr <unknown> when i was on the <unknown>,agree,agree
467,14801,woman faces jail time after slicing off <unknown> nephew 's penis    ,,the <unknown> was using her mobile phone when the <unknown> walked in and asked if,agree,agree
468,14827,justin bieber helps defend russian fisherman from bear       ,,but then his cell phone started to ring and the bieber tone installed by his,agree,agree
469,14835,justin bieber saved this guy from a bear attack      ,,at some point in making the leap to english someone added a detail to the,disagree,disagree
470,14836,<unknown> to split into two public companies        ,,the firm is now in the fourth year of its five-year turnaround plan aimed at,agree,agree
471,14843,even though you 're gay i will always treat you the same way as i,,you 're a great teacher and these are just some of the words that i,agree,agree
472,14862,brain op shock as teen wakes up <unknown>       ,<number> was midway through the,<unknown> <unknown> <number> was midway through the procedure to have a <unknown> growth removed from,agree,agree
473,14885,ex <unknown> <unknown> <unknown> blasts rape rumor that 's disgusting     ,one bill <unknown> rape claim,at least one bill <unknown> rape claim is being shot down by the alleged victim,agree,agree
474,14921,argentina president <unknown> jewish <unknown> for first time in country 's history   ,adopted a jewish <unknown> under,<unknown> president adopted a jewish <unknown> under a law intended to <unknown> an old legend,agree,agree
475,14958,<unknown> president <unknown> jewish <unknown> to <unknown> <unknown> legend      ,,<unknown> is the first jewish <unknown> as the honor only applied to catholic boys until,agree,agree
476,14961,<unknown> writes moving letter to teacher who came out as gay to his class ,,              ,agree,agree
477,14986,ferguson and hong <unknown> have one important thing in common     ,,in addition to democratic elections in <number> and continued autonomy for hong <unknown> as previously,agree,agree
478,15003,man in china recovering in hospital after wife chopped off his penis   ,send the <unknown> messages to,fan lung <number> used feng 's phone to send the <unknown> messages to <unknown> hung,agree,agree
479,15004,<unknown> cat awaits a gender <unknown> surgery to become a boy    ,,the cost <number> which a friend is helping the family raise <unknown> says it 's,agree,agree
480,15019,bieber <unknown> <unknown> bear saves man 's life       ,,but then his cell phone started to ring and the bieber tone installed by his,agree,agree
481,15023,<unknown> <unknown> brain surgery teen wakes up <unknown> on table chats about cat  ,,<unknown> even provided readers with a link to the website of university hospital <unknown> where,agree,agree
482,15042,woman who claimed to have surgery to add third <unknown> exposed as hoaxer  ,,              ,agree,agree
483,15054,justin bieber <unknown> off <unknown> bear and saves fisherman from a <unknown>   ,,the <unknown> <unknown> of justin bieber is credited with saving a man 's life in,agree,agree
484,15122,south korean woman 's hair eaten by robot vacuum cleaner     ,,<unknown> <unknown> <unknown> three days <number> nine trillion won a dispatch to a house that,agree,agree
485,15161,three afghan soldiers who vanished from massachusetts military base are found trying to cross into,,the three officers from <unknown> army who went missing inside the united states have been,agree,agree
486,15205,<unknown> cat is getting gender assignment surgery        ,,the <number> <number> bill for the complicated surgery will be met thanks to a friend,agree,agree
487,15222,third <unknown> likely a hoax          ,,              ,agree,agree
488,15327,<unknown> cat <unknown> way out of grave and into our hearts    ,<unknown> started when he was,the miracle <unknown> <unknown> started when he was struck by a car and his <unknown>,agree,agree
489,15361,<unknown> <unknown> personal doctor denies taking <unknown> selfie       ,,the <unknown> was not authorized as <unknown> never signed a consent form and once it,disagree,disagree
490,15371,argentina 's president just adopted a son so he wo n't turn into a <unknown>,,<unknown> <unknown> dec <number> upi argentinian president <unknown> <unknown> adopted jewish boy <unknown> <unknown> as,agree,agree
491,15412,a justin bieber <unknown> just saved a mans life who was being attacked by a,<unknown> his face the rodman,as it <unknown> his face the rodman feared he was about to be killed ,agree,agree
492,15415,lisa <unknown> did not send <unknown> tweet about bill <unknown> twitter account fake  ,has no social media of,lisa <unknown> has no social media of any kind her manager tells people exclusively ,agree,agree
493,15434,dead cat <unknown> out of grave <number> days later      ,,five whole days later <unknown> face <unknown> his eye <unknown> emerged from his grave and,agree,agree
494,15439,flight delayed due to rampaging scorpion         ,,flight <number> to portland ore was <unknown> to the <unknown> for a <number> pm departure,agree,agree
495,15462,how 's it going teenager wakes up during brain surgery and asks doctors for progress,,experts said the operation may have triggered something that caused her to come round despite,agree,agree
496,15464,<unknown> spouse chops off unfaithful husband 's manhood twice      ,,angry feng later discovered the steamy message as well as several others on her smartphone,agree,agree
497,15468,robot vacuum cleaner attacks south korea <unknown> 's hair      ,<number> korea <unknown> a powerful,seoul feb <number> korea <unknown> a powerful robot vacuum cleaner caused an unlikely accident involving,agree,agree
498,15479,wife chops off cheating husbands penis twice        ,,feng proceeded to get a pair of scissors and attack fan while he was sleeping,agree,agree
499,15498,children in dog fighting horror          ,,n a most horrific form of child abuse young children in a school in <unknown>,agree,agree
500,15503,<unknown> cat to get gender assignment surgery        ,,though <unknown> says she would like another female cat the vet <unknown> that <unknown> be,agree,agree
501,15521,justin bieber <unknown> saved a russian fisherman during a bear attack    ,,it all went down when <unknown> fisherman <unknown> <unknown> attack by a brown bear was,agree,agree
502,15621,argentina 's president didnt <unknown> a jewish child to avoid becoming a <unknown> so what,,earlier reports including one in upi explained that according to argentinian legend the seventh son,agree,agree
503,15654,the story of the <unknown> lady is as fake as her third <unknown>  ,,the woman who reported adding a third <unknown> was lying and the story is a,agree,agree
504,15655,transgender teen who committed suicide left <unknown> note saying she would never be happy ,,<unknown> died around <number> am sunday after she was hit by a <unknown> trailer near,agree,agree
505,15688,<unknown> at your mom video showing sons <unknown> their mothers goes viral video  ,what 's the matter with,what 's the matter with you <unknown> what they told about you was true that,agree,agree
506,15701,justin bieber <unknown> saved a russian fisherman during a bear attack    ,,but then his cell phone started to ring and the bieber tone installed by his,agree,agree
507,15762,brain op shock as teen wakes up <unknown>       ,,a teenager woke up in the middle of a brain operation and asked doctors how,agree,agree
508,15786,passenger tossed after flipping out over staffs merry christmas      ,,a man was tossed off a flight at <unknown> this week after he freaked out,agree,agree
509,15870,steven <unknown> beheading latest updates as isis release gruesome video of us journalist 's murder,,refresh automatically on off <number> pm the video showing the apparent beheading is called a,agree,agree
510,15909,justin bieber <unknown> saves russian man from bear attack      ,after his justin bieber <unknown>,fisherman <unknown> <unknown> is lucky to be alive after his justin bieber <unknown> went off,agree,agree
511,15921,man saved from bear attack thanks to his justin bieber <unknown>    ,,as the bear <unknown> him mr <unknown> mobile phone went off setting off his <unknown>,agree,agree
512,15924,passenger headed to dallas rages over merry christmas removed from plane    ,,the man was waiting to board american airlines flight <number> to dallas when a <unknown>,agree,agree
513,15947,<unknown> cat <unknown> way out of grave five days after being buried alive  ,cat pictured above has had,the <unknown> hell cat pictured above has had a shitty week first the <unknown> <unknown>,agree,agree
514,15950,this man kept harassing women on the streets until one day mom   ,,this performance by actors is based on interviews with real <unknown> who once harassed by,disagree,disagree
515,15951,<unknown> did not accuse bill <unknown> of <unknown> or rape its a hoax  ,one bill <unknown> rape claim,at least one bill <unknown> rape claim is being shot down by the alleged victim,agree,agree
516,15958,evil aunt hacks off <unknown> penis         ,,evil <unknown> <unknown> <number> was sending text messages to her boyfriend while sitting on the,agree,agree
517,15975,a <unknown> girl gave this <unknown> letter to her teacher after he came out as,,              ,agree,agree
518,16084,<unknown> to cut more than <number> jobs in largest corporate <unknown> ever   ,,currently the record for the largest single corporate <unknown> is also held by <unknown> having,agree,agree
519,16119,woman who claimed to have surgery to add third <unknown> exposed as hoaxer  ,,              ,agree,agree
520,16153,woman pays <number> for third <unknown> to make herself less attractive to men  ,,a woman has spent <number> on surgery to get a third <unknown> and her dream,agree,agree
521,16221,this <unknown> cat returned home five days after being buried by its owner  ,bay right now and <unknown>,<unknown> is at the human society of tampa bay right now and <unknown> told fox,agree,agree
522,16246,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,,evil <unknown> <unknown> <number> was sending text messages to her boyfriend while sitting on the,agree,agree
523,16318,third <unknown> likely a hoax          ,it appears your total recall,sorry dudes it appears your total recall sex <unknown> have been temporarily sidelined  ,agree,agree
524,16320,hands up dont shoot comes to hong <unknown> <unknown> movement     ,,what is happening in hong <unknown> is <unknown> for reasons this reader <unknown> surprising for,agree,agree
525,16355,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,,<unknown> <unknown> <number> was <unknown> the boy for her sister and became so <unknown> at,agree,agree
526,16362,girl <unknown> boyfriends penis in acid attack after video of them having sex goes viral,,the girl whose name is known to african eye news service <unknown> but can not,agree,agree
527,16369,<unknown> the intersex cat to get gender assignment       ,,<unknown> 's vet recommended that the male parts be removed and made it so the,agree,agree
528,16379,<unknown> spouse chops off unfaithful husband 's manhood twice      ,,hell hath no fury like a woman scorned       ,agree,agree
529,16394,wife chops off cheating husbands penis twice        ,taken to hospital where he,he was taken to hospital where he had it sewn back on however his <unknown>,agree,agree
530,16422,<unknown> cat to get gender assignment surgery        ,,she got another surprise soon after when she learned the female cat she wanted was,agree,agree
531,16441,florida woman has surgery to add third <unknown> to her chest    ,,a woman has spent <number> on surgery to get a third <unknown> and her dream,agree,agree
532,16443,finally proof that justin bieber is unbearable russian fisherman saved from bear attack when <unknown>,,<unknown> <unknown> mailonline <unknown> <unknown> id <number> title fisherman saved from bear attack by justin,agree,agree
533,16564,iraqi army <unknown> two british planes carrying weapons for isil terrorists    ,and defense committee has access,the iraqi parliaments national security and defense committee has access to the photos of both,agree,agree
534,16573,transgender teen who committed suicide left <unknown> note saying she would never be happy ,,the ohio transgender teen died during the early hours on sunday morning in warren county,agree,agree
535,16633,korean <unknown> attacked by robot vacuum cleaner        ,vacuum had a <unknown> with,the problematic robot vacuum had a <unknown> with a <unknown> inside which <unknown> and <unknown>,agree,agree
536,16652,<unknown> <unknown> files <unknown> charges against bill <unknown> is fake     ,,a bogus article was published on satire site hip hop hangover    ,agree,agree
537,16656,<unknown> it going teen wakes up during brain surgery      ,,she <unknown> on her facebook page that the operation was successful and there was nothing,agree,agree
538,16670,brain op shock as teen wakes up <unknown>       ,,the teen reports that she was happy to have gone through the operation because she,agree,agree
539,16726,i will have justice for what they did to me pregnant st louis woman loses,,police say they have issued a warrant for <unknown> arrest and set a bond for,agree,agree
540,16735,adopting potential <unknown> is routine business for argentine presidents      ,have been <unknown> over the,but most observers have been <unknown> over the absolutely fucking strange <unknown> between a <unknown>,agree,agree
541,16766,justin bieber <unknown> <unknown> bear saves russian fisherman       ,,but then his cell phone started to ring and the bieber tone installed by his,agree,agree
542,16805,rumours of my death are greatly exaggerated relax ladies <unknown> <unknown> is alive and kicking,,he wrote the rumours of my death are as mark twain observed in a similar,agree,agree
543,16815,lisa <unknown> tweet about bill <unknown> sent from fake account manager confirms   ,picked up by several news,it got picked up by several news organizations and attributed to <unknown> who played <unknown>,agree,agree
544,16838,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,,in a story straight out of a russian folk tale <unknown> <unknown> was walking to,agree,agree
545,16955,teenager wakes up while undergoing brain surgery in <unknown> and asks the surgeons how the,,she <unknown> on her facebook page that the operation was successful and there was nothing,agree,agree
546,16974,south korean woman freed by firefighters after robot vacuum cleaner <unknown> her hair as she,,the woman whose name is being withheld was taking a nap on the floor at,agree,agree
547,16986,stop sharing those photos of fancy international school lunches      ,,what is it school lunches in the united states stand in stark contrast to the,disagree,disagree
548,17000,<unknown> president <unknown> jewish boy to save him from life as a <unknown>  ,last few days sources have,over the last few days sources have been reporting that this argentinian custom was adopted,disagree,disagree
549,17038,<unknown> cat buried cat <unknown> way out of grave after being left for dead ,,despite the difficult days ahead the humane society expects that <unknown> will be back home,agree,agree
550,17051,<unknown> cat named <unknown> to get gender <unknown>       ,,the procedure would have <unknown> both <unknown> and <unknown> and <unknown> surgery would be performed,agree,agree
551,17065,teen wakes up during brain surgery asks how its going     ,went through this serious procedure,<unknown> <unknown> <number> went through this serious procedure at central clinical hospital in <unknown> <unknown>,agree,agree
552,17072,argentinian president <unknown> <unknown> <unknown> jewish boy to protect him from <unknown> <unknown>  ,argentinian man named <unknown> <unknown>,the story went like this a young argentinian man named <unknown> <unknown> just turned <number>,disagree,disagree
553,17073,<unknown> president adopted a jewish <unknown> to stop him from turning into a <unknown> ,,the <unknown> creature shows its true nature on the first friday after boys <unknown> birthday,agree,agree
554,17122,this <unknown> cat returned home five days after being buried by its owner  ,bay right now and <unknown>,<unknown> is at the human society of tampa bay right now and <unknown> told fox,agree,agree
555,17160,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,,<unknown> was sitting on the toilet sending text messages to her boyfriend when the <unknown>,agree,agree
556,17185,argentina 's president just adopted a son so he wo n't turn into a <unknown>,the president of argentina adopted,reports that the president of argentina adopted a boy as her <unknown> to prevent him,disagree,disagree
557,17186,justin bieber basically saves a russian man from a bear     ,,reports of more attacks in <unknown> bears on people <unknown> <unknown> <unknown> <unknown> ignored they,disagree,disagree
558,17204,isis beheads second american journalist          ,,              ,agree,agree
559,17225,a justin bieber <unknown> just saved a mans life who was being attacked by a,,<unknown> <unknown> was heading to a local fishing spot in northern russias <unknown> republic when,agree,agree
560,17228,woman has surgery to get third <unknown> the three most statistically unlikely <unknown> of <unknown>,,last year <unknown> allegedly made the man who beat her wear a <unknown> cap and,disagree,disagree
561,17237,office sandwich <unknown> is caught after hilarious note war reaches <unknown> <unknown>   ,,the frustrated worker posted a sign on the <unknown> saying to the person who keeps,agree,agree
562,17311,i never intended to kill his penis i was just angry <unknown> acid attack girl,,<unknown> who now has to <unknown> out of a tube has elected not to press,agree,agree
563,17348,microsoft near deal to buy <unknown> maker <unknown>       ,,              ,agree,agree
564,17364,<unknown> choosing nevada for battery factory         ,,<unknown> says it will join governor brian sandoval 's and <unknown> leaders at a news,agree,agree
565,17375,tim cook makes change at apple after reading email from unhappy customer   ,,the next time i called apple the hold music was indeed very <unknown>  ,agree,agree
566,17469,i never intended to kill his penis i was just angry <unknown> acid attack girl,,              ,agree,agree
567,17529,cruel aunt cuts her <unknown> nephew 's penis off because he burst in on her,,evil <unknown> <unknown> <number> was sending text messages to her boyfriend while sitting on the,agree,agree
568,17545,they got in our way james foley 's brother backs mother attacking obama administration over,,the government says paying ransom to terrorists only fuels more abductions but denied threatening the,agree,agree
569,17546,even though you 're gay i will always treat you the same way as i,,              ,agree,agree
570,17587,these men <unknown> their <unknown> mothers is the best payback ever    ,,a video showing sons <unknown> their mothers in <unknown> 's capital city of <unknown> has,agree,agree
571,17598,<unknown> cat buried <unknown> believed dead <unknown> back to life     ,,related jobs you do n't realize your cat does      ,agree,agree
572,17704,fowler falls for fake website makes crazy claims about <unknown> star    ,,fowler cited <unknown> as having earned <number> million in <number> the actual number is <number>,agree,agree
573,17706,bieber <unknown> <unknown> bear saves man 's life       ,bear <unknown> <unknown> face and,but as the bear <unknown> <unknown> face and back his mobile phone rang the <unknown>,agree,agree
574,17722,argentina 's president <unknown> young boy so he wo n't turn into <unknown>  ,,there 's apparently an obscure bit of argentinian <unknown> that states the seventh son born,agree,agree
575,17742,boy <number> billed with no show fee for missing friend 's birthday party  ,,however they realised their son was <unknown> and due to spend time with his <unknown>,agree,agree
576,17758,angry aunt who sliced off <unknown> <unknown> penis facing five years in jail  ,,evil <unknown> <unknown> <number> was sending text messages to her boyfriend while sitting on the,agree,agree
577,17817,woman cuts off husband 's penis twice then throws it out the window  ,being taken to the hospital,but after being taken to the hospital where he had it sewn back on <unknown>,agree,agree
578,17824,cruel aunt cuts off <unknown> <unknown> penis after he walks in on her using the,,evil <unknown> <unknown> <number> was sending text messages to her boyfriend while sitting on the,agree,agree
579,17825,<unknown> president <unknown> jewish <unknown> to <unknown> <unknown> legend      ,the <unknown> is referred to,in argentina the <unknown> is referred to as el <unknown> in <unknown> it goes by,agree,agree
580,17855,argentina 's president <unknown> <unknown> <unknown> jewish <unknown> to prevent him turning into a <unknown>,,according to tradition in the country the seventh son born to a family turns into,disagree,disagree
581,17870,mum helps kill <number> taliban fighters during <unknown> gun battle in revenge for cop son,,she joined other female family members in a seven hour gun battle against up to,agree,agree
582,17931,justin bieber <unknown> off <unknown> bear and saves fisherman from a <unknown>   ,,a russian man was recently able to <unknown> off a bear attack with a justin,agree,agree
583,17955,<unknown> cat named <unknown> to get gender <unknown>       ,,she got another surprise soon after when she learned the female cat she wanted was,agree,agree
584,17988,dumb <unknown> photoshop ferguson <unknown> into awful viral meme      ,,this week <unknown> tells daily <unknown> he thinks the doctored photo is a sign that,agree,agree
585,18022,this <unknown> cat returned home five days after being buried by its owner  ,<unknown> started when he was,the miracle <unknown> <unknown> started when he was struck by a car and his <unknown>,agree,agree
586,18111,transgender teenager <number> leaves <unknown> suicide note blaming her christian parents before walking in front,,im never going to be happy either i live the rest of my life as,agree,agree
587,18154,canadian cat <unknown> to undergo gender <unknown> surgery after it is revealed to be a,,did i just hear you right asked <unknown> to the vet after she was told,agree,agree
588,18180,fox affiliate falls for college humor 's office note war prank    ,series titled this is the,last tuesday college humor posted a photo series titled this is the most <unknown> office,agree,agree
589,18192,pregnant woman loses eye during ferguson riots after officer shoots bean bag round at car,,<unknown> <unknown> was sitting in the passenger seat of the vehicle at a <unknown> gas,agree,agree
590,18207,indian bride <unknown> wedding guest after husband has <unknown> seizure during ceremony   ,,singh dressed in a leather jacket and jeans was completely taken <unknown> by the strange,agree,agree
591,18208,<unknown> <unknown> dubbed <unknown> photographed <unknown> beneath the waters in <unknown>    ,,at first all i could see was some <unknown> movement then as it rose from,disagree,disagree
592,18283,robot vacuum cleaner <unknown> woman          ,vacuum had a <unknown> with,the problematic robot vacuum had a <unknown> with a <unknown> inside which <unknown> and <unknown>,agree,agree
593,18302,woman has surgery to get third <unknown> the three most statistically unlikely <unknown> of <unknown>,,since <unknown> has failed to provide any real proof many are skeptical about her wild,disagree,disagree
594,18318,airline passenger freaks out over crew 's merry christmas greeting     ,,a man was tossed off a flight at <unknown> this week after he freaked out,agree,agree
595,18321,a pregnant woman has lost her eye after being shot w bean bag in ferguson,,thats when one of the cops fired a specialized bean bag round into the front,agree,agree
596,18335,<unknown> have not accidentally cut down worlds oldest tree      ,the worlds oldest tree has,reports that the worlds oldest tree has been accidentally chopped down by <unknown> in <unknown>,agree,agree
597,18347,<unknown> girl <unknown> touching letter to teacher who came out as gay   ,,he explained to pink news after speaking to my head who was very <unknown> we,agree,agree
598,18356,a peruvian tv show is <unknown> men into <unknown> their mothers for feminism  ,,the first man in the video calls out to a woman that he does not,agree,agree
599,18399,i never intended to kill his penis i was just angry <unknown> acid attack girl,,<unknown> <unknown> <number> used his laptop to film himself having sex with his <unknown> girlfriend,agree,agree
600,18429,justin bieber <unknown> saved a russian fisherman during a bear attack    ,bear <unknown> <unknown> face and,but as the bear <unknown> <unknown> face and back his mobile phone rang the <unknown>,agree,agree
601,18448,tv show tricks chronic <unknown> into harassing their own mothers     ,,the peruvian tv show harassing your mother performs secret <unknown> on the mothers of <unknown>,agree,agree
602,18451,is <unknown> real or not leading marine <unknown> rules picture of giant <unknown> <unknown> in,,the image left appears to show a <unknown> the length of five or six <unknown>,agree,agree
603,18479,school pupil writes moving letter to her teacher after he comes out as gay ,,this letter from a little girl in support of her gay teacher might bring a,agree,agree
604,18500,scorpion <unknown> woman on <unknown> plane         ,,updates with victim killing scorpion by kevin murphy feb <number> reuters a scorpion <unknown> a,agree,agree
