,claim nr,claim,most sim ngram,most sim paragraph,predicted stance,actual stance
372,15412,a justin bieber <unknown> just saved a mans life who was being attacked by a,<unknown> was walking to his,the <unknown> was walking to his favorite <unknown> spot in the <unknown> republic when the,agree,agree
373,15434,dead cat <unknown> out of grave <number> days later      ,<unknown> his eye <unknown> emerged,five whole days later <unknown> face <unknown> his eye <unknown> emerged from his grave and,agree,agree
374,15464,<unknown> spouse chops off unfaithful husband 's manhood twice      ,then sliced off his genitals,she then sliced off his genitals         ,agree,agree
375,15479,wife chops off cheating husbands penis twice        ,he was stopped and the,he was stopped and the woman was taken in for treatment and then we discovered,agree,agree
376,15503,<unknown> cat to get gender assignment surgery        ,<unknown> thats a steal in,compared the human gender <unknown> thats a steal in <number> cnn spoke with a doctor,agree,agree
377,15569,found at canadian border <number> afghan soldiers missing from <unknown> <unknown>    ,<unknown> <unknown> and captain <unknown>,the trio major jan mohammad <unknown> captain mohammad <unknown> <unknown> and captain <unknown> <unknown> have,agree,agree
378,15614,no joke <unknown> billed for missing friends birthday party      ,news <unknown> alex <unknown> was,according to sky news <unknown> alex <unknown> was invited to a friends birthday party at,agree,agree
379,15621,argentina 's president didnt <unknown> a jewish child to avoid becoming a <unknown> so what,feared that families would abandon,the legend became so feared that families would abandon or kill their sons the upi,agree,agree
380,15688,<unknown> at your mom video showing sons <unknown> their mothers goes viral video  ,<unknown> their mothers in <unknown>,a video showing sons <unknown> their mothers in <unknown> 's capital city of <unknown> has,agree,agree
381,15762,brain op shock as teen wakes up <unknown>       ,middle of a brain operation,a teenager woke up in the middle of a brain operation and asked doctors how,agree,agree
382,15878,five-year-old boy gets a bill for missing school friend 's birthday party   ,<unknown> teacher said that she,<unknown> teacher said that she would let all staff know that giving the boy an,agree,agree
383,15921,man saved from bear attack thanks to his justin bieber <unknown>    ,sharp shock can stop an,sometimes a sharp shock can stop an angry bear in its tracks and that <unknown>,agree,agree
384,15947,<unknown> cat <unknown> way out of grave five days after being buried alive  ,society where <unknown> will have,the owner took the cat to the tampa bay humane society where <unknown> will have,agree,agree
385,15966,justin bieber <unknown> off <unknown> bear and saves fisherman from a <unknown>   ,a brown bear on the,<unknown> <unknown> was besieged by a brown bear on the way to his favourite fishing,agree,agree
386,15975,a <unknown> girl gave this <unknown> letter to her teacher after he came out as,i will always treat you,it reads dear mr r even though youre gay i will always treat you the,agree,agree
387,16084,<unknown> to cut more than <number> jobs in largest corporate <unknown> ever   ,<unknown> the process will see,dubbed project <unknown> internally at <unknown> the process will see <number> of the company 's,agree,agree
388,16153,woman pays <number> for third <unknown> to make herself less attractive to men  ,someone that would do it,it was really hard finding someone that would do it too because theyre breaking the,agree,agree
389,16246,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,him was a knife and,next to him was a knife and his penis      ,agree,agree
390,16316,<unknown> angry bride <unknown> guest after learning <unknown> is <unknown>     ,of india reported that <unknown>,the times of india reported that <unknown> requested that <unknown> reconsider her decision for fear,agree,agree
391,16318,third <unknown> likely a hoax          ,fame back in december <number>,this is <unknown> 's second run-in with viral fame back in december <number> she made,agree,agree
392,16320,hands up dont shoot comes to hong <unknown> <unknown> movement     ,<unknown> for reasons this reader,what is happening in hong <unknown> is <unknown> for reasons this reader <unknown> surprising for,agree,agree
393,16355,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,<unknown> <number> was <unknown> the,<unknown> <unknown> <number> was <unknown> the boy for her sister and became so <unknown> at,agree,agree
394,16369,<unknown> the intersex cat to get gender assignment       ,<unknown> 's vet recommended that,<unknown> 's vet recommended that the male parts be removed and made it so the,agree,agree
395,16394,wife chops off cheating husbands penis twice        ,<unknown> and joy was <unknown>,the <unknown> <unknown> and joy was <unknown> off with a pair of scissors as he,agree,agree
396,16422,<unknown> cat to get gender assignment surgery        ,<unknown> was adopted by <unknown>,<unknown> was adopted by <unknown> <unknown> and her <unknown> live in heart 's desire newfoundland,agree,agree
397,16441,florida woman has surgery to add third <unknown> to her chest    ,<unknown> said her extra <unknown>,<unknown> said her extra <unknown> felt like her other breasts the only difference is the,agree,agree
398,16443,finally proof that justin bieber is unbearable russian fisherman saved from bear attack when <unknown>,    ,              ,agree,agree
399,16564,iraqi army <unknown> two british planes carrying weapons for isil terrorists    ,asked london for explanations in,he said the iraqi parliament has asked london for explanations in this regard  ,agree,agree
400,16641,justin bieber saved this guy from a bear attack      ,from being <unknown> by a,justin biebers song has saved a russian man from being <unknown> by a bear ,agree,agree
401,16652,<unknown> <unknown> files <unknown> charges against bill <unknown> is fake     ,article was published on satire,a bogus article was published on satire site hip hop hangover    ,agree,agree
402,16693,ferguson riots pregnant woman loses eye after cops fire bean bag round through car window,after she lost her left,a pregnant st louis woman wants justice after she lost her left eye in a,agree,agree
403,16735,adopting potential <unknown> is routine business for argentine presidents      ,the absolutely fucking strange <unknown>,but most observers have been <unknown> over the absolutely fucking strange <unknown> between a <unknown>,agree,agree
404,16805,rumours of my death are greatly exaggerated relax ladies <unknown> <unknown> is alive and kicking,alive he was he added,and to prove how much alive he was he added i 'm lying in bed,agree,agree
405,16809,man saved from bear attack thanks to his justin bieber <unknown>    ,<unknown> of justin bieber is,the <unknown> <unknown> of justin bieber is credited with saving a man 's life in,agree,agree
406,17038,<unknown> cat buried cat <unknown> way out of grave after being left for dead ,<unknown> will be back home,despite the difficult days ahead the humane society expects that <unknown> will be back home,agree,agree
407,17051,<unknown> cat named <unknown> to get gender <unknown>       ,<unknown> of hearts desire newfoundland,<unknown> <unknown> of hearts desire newfoundland in canada said her daughter brought the cat home,agree,agree
408,17065,teen wakes up during brain surgery asks how its going     ,<unknown> <number> went through this,<unknown> <unknown> <number> went through this serious procedure at central clinical hospital in <unknown> <unknown>,agree,agree
409,17084,woman bit by scorpion on alaska airlines flight is chill as hell   ,on alaska airlines flight <number>,the unidentified woman was struck on the hand on alaska airlines flight <number> to portland,agree,agree
410,17160,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,the phone the aunt went,instead of giving him the phone the aunt went into the kitchen picked up a,agree,agree
411,17192,pictures shocking pictures comparing us school lunches to other countries goes viral   ,<unknown> in a more thorough,every single one manages to feed their <unknown> in a more thorough <unknown> and seemingly,agree,agree
412,17225,a justin bieber <unknown> just saved a mans life who was being attacked by a,know that sort of <unknown>,i know that sort of <unknown> isnt to everyones taste but my granddaughter loaded it,agree,agree
413,17237,office sandwich <unknown> is caught after hilarious note war reaches <unknown> <unknown>   ,<number> news a frustrated office,chicago fox <number> news a frustrated office worker recently called out his colleague for stealing,agree,agree
414,17272,report woman who claimed to have third <unknown> added is fake    ,this is a clear case,this is a clear case of a patient who should not have had surgery performed,agree,agree
415,17364,<unknown> choosing nevada for battery factory         ,will be built in northern,there is no word if the factory will be built in northern or southern nevada,agree,agree
416,17471,<unknown> blasts fake report alleging she was abused by bill <unknown> keep me out of,website posted a story earlier,a parody website posted a story earlier this week claiming <unknown> was telling people <unknown>,agree,agree
417,17529,cruel aunt cuts her <unknown> nephew 's penis off because he burst in on her,<unknown> aunt went into the,but instead of giving him the phone the <unknown> aunt went into the kitchen picked,agree,agree
418,17542,angry indian bride <unknown> wedding guest         ,    ,              ,agree,agree
419,17546,even though you 're gay i will always treat you the same way as i,<unknown> girl student in support,a letter written by a <unknown> girl student in support of her teacher who came,agree,agree
420,17568,us confirms authenticity of second journalist beheading video       ,to the camera before he,<unknown> speaks to the camera before he is killed saying he is paying the price,agree,agree
421,17598,<unknown> cat buried <unknown> believed dead <unknown> back to life     ,<unknown> 's treatment and surrendered,the owners of the cat were unable to pay for <unknown> 's treatment and surrendered,agree,agree
422,17699,man saved from bear attack thanks to his justin bieber <unknown>    ,when the phone went off,i couldnt believe my luck when the phone went off and he the bear fled,agree,agree
423,17706,bieber <unknown> <unknown> bear saves man 's life       ,as the bear <unknown> <unknown>,but as the bear <unknown> <unknown> face and back his mobile phone rang the <unknown>,agree,agree
424,17726,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,<unknown> in a bare <unknown>,<unknown> may not be able to take orlando <unknown> in a bare <unknown> fight but,agree,agree
425,17747,white house denies it threatened families of slain american journalists     ,what the law is white,we did n't threaten anybody but we made clear what the law is white house,agree,agree
426,17754,parents billed <number> for a <unknown> fee after five-year-old son misses birthday party  ,<unknown> herald derek <unknown> says,according to the <unknown> herald derek <unknown> says that his son alex was given a,agree,agree
427,17817,woman cuts off husband 's penis twice then throws it out the window  ,found the patient with blood,staff rushed out to see what was happening and found the patient with blood streaming,agree,agree
428,17825,<unknown> president <unknown> jewish <unknown> to <unknown> <unknown> legend      ,a new addition to her,<unknown> <unknown> de <unknown> the president of argentina got a new addition to her family,agree,agree
429,17839,five reasons <unknown> is definitely not real        ,<unknown> the largest known to,spider <unknown> the largest known to british waters grow to about <number> feet and <unknown>,agree,agree
430,17955,<unknown> cat named <unknown> to get gender <unknown>       ,<unknown> above will be the,<unknown> above will be the first cat to undergo gender <unknown> surgery   ,agree,agree
431,17969,argentinian president <unknown> <unknown> <unknown> jewish boy to protect him from <unknown> <unknown>  ,law seventh children adopted by,under argentine law seventh children adopted by the president receive a gold medal and an,agree,agree
432,17988,dumb <unknown> photoshop ferguson <unknown> into awful viral meme      ,later a doctored photo of,months later a doctored photo of him holding a sign that says no mother should,agree,agree
433,17992,no michael jackson isnt bruno mars dad        ,continue to celebrate his musical,in other news michael jacksons brothers continue to celebrate his musical legacy through various performances,agree,agree
434,18022,this <unknown> cat returned home five days after being buried by its owner  ,<unknown> will be back home,despite the difficult days ahead the humane society expects that <unknown> will be back home,agree,agree
435,18111,transgender teenager <number> leaves <unknown> suicide note blaming her christian parents before walking in front,never going to be happy,im never going to be happy either i live the rest of my life as,agree,agree
436,18154,canadian cat <unknown> to undergo gender <unknown> surgery after it is revealed to be a,<unknown> was adopted by <unknown>,<unknown> was adopted by <unknown> <unknown> and her <unknown> live in heart 's desire newfoundland,agree,agree
437,18180,fox affiliate falls for college humor 's office note war prank    ,pictures they generally cited the,when those news organizations did try to credit the pictures they generally cited the facebook,agree,agree
438,18207,indian bride <unknown> wedding guest after husband has <unknown> seizure during ceremony   ,<unknown> his wife to be,but once the <unknown> ceremony where the <unknown> <unknown> his wife to be started the,agree,agree
439,18319,no joke <unknown> billed for missing friends birthday party      ,informed the classmates mother in,as the metro stated <unknown> informed the classmates mother in person that his son would,agree,agree
440,18429,justin bieber <unknown> saved a russian fisherman during a bear attack    ,towards the spot i 'd,i had parked my car and was walking towards the spot i 'd marked out,agree,agree
441,18433,i am lost for words <unknown> boy billed for missing friends birthday party  ,informed the classmates mother in,as the metro stated <unknown> informed the classmates mother in person that his son would,agree,agree
442,18448,tv show tricks chronic <unknown> into harassing their own mothers     ,    ,              ,agree,agree
443,18451,is <unknown> real or not leading marine <unknown> rules picture of giant <unknown> <unknown> in,<unknown> is living on the,a marine <unknown> has killed off claims that a giant <unknown> is living on the,agree,agree
444,18479,school pupil writes moving letter to her teacher after he comes out as gay ,letter from a little girl,this letter from a little girl in support of her gay teacher might bring a,agree,agree
445,18500,scorpion <unknown> woman on <unknown> plane         ,    ,              ,agree,agree
446,18516,flight delayed due to rampaging scorpion         ,    ,              ,agree,agree
447,18543,woman <unknown> by scorpion on alaska airlines flight       ,oregon state university <unknown> basketball,among the <number> passengers were players and coaches for the oregon state university <unknown> basketball,agree,agree
448,18557,argentine president takes on <unknown> but not to keep <unknown> at bay   ,<unknown> de <unknown> did <unknown>,well the story 's kind of true <unknown> de <unknown> did <unknown> the young man,agree,agree
449,18689,indian bride <unknown> wedding guest after husband has <unknown> seizure during ceremony   ,he would not be able,<unknown> pleaded with <unknown> telling her that he would not be able to face friends,agree,agree
450,18740,story of <unknown> <unknown> who <unknown> boko haram attack is a hoax   ,recent tweets link to a,many of the more recent tweets link to a fringe news website <unknown> and a,agree,agree
451,18806,when street <unknown> realize the women they 're <unknown> are their <unknown> in disguise ,is something that happens to,street <unknown> is something that happens to women all over the globe it may begin,agree,agree
452,18839,<unknown> president <unknown> jewish boy to save him from life as a <unknown>  ,babies so it was a,this idea apparently prevented people from murdering their own babies so it was a smart,agree,agree
453,18852,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,<unknown> his face the rodman,as it <unknown> his face the rodman feared he was about to be killed ,agree,agree
454,19016,dear sandwich <unknown> man 's hilarious response to <unknown> sign posted on his office 's,came back with a response,the sandwich <unknown> then came back with a response asking for ransom money for the,agree,agree
455,19033,transgender teenager <number> leaves <unknown> suicide note blaming her christian parents before walking in front,if you are christian or,even if you are christian or are against transgender people dont ever say that to,agree,agree
456,19107,sorry argentina 's president did n't actually <unknown> a jewish <unknown>    ,el <unknown> a belief that,it seems there is another argentine tradition called el <unknown> a belief that a family,agree,agree
457,19130,no saudi arabia has not banned the <unknown> eyes      ,now circulating as new this,so it is a three year old news now circulating as new this results in,agree,agree
458,19139,justin bieber <unknown> saves man being <unknown> by bear      ,was recently fishing in russia,<unknown> year old <unknown> <unknown> was recently fishing in russia 's <unknown> republic when he,agree,agree
459,19157,teen <unknown> <unknown> wakes up during brain surgery asks how its going   ,to have a <unknown> growth,<unknown> <unknown> <number> was midway through the procedure to have a <unknown> growth removed from,agree,agree
460,19197,<unknown> <unknown> off pc <unknown> businesses         ,<unknown> co said it would,oct <number> reuters <unknown> co said it would split into two listed companies separating its,agree,agree
461,19243,apple to shut down beats music not so apple says     ,music as a techcrunch headline,so why would apple plan to shut down beats music as a techcrunch headline reports,agree,agree
462,19266,miracle cat <unknown> its way out of its own grave five days after being buried,<unknown> is still in good,<unknown> is still in good spirits despite being hit by a car then buried alive,agree,agree
463,19299,fake lisa <unknown> tweet on <unknown> scandal fools major media outlets    ,posted on an unverified twitter,a <unknown> tweet posted on an unverified twitter account in lisa <unknown> name that was,agree,agree
464,19332,china penis <unknown> cruel aunt <unknown> <unknown> <unknown> 's genitals as punishment   ,sister his aunt had gone,my sister his aunt had gone         ,agree,agree
465,19360,sexually frustrated female <unknown> killed male because his penis was too small   ,but we took the remains,at first we couldnt understand why but we took the remains to a vet who,agree,agree
466,19387,justin bieber saved this guy from a bear attack      ,<unknown> was heading to a,<unknown> <unknown> was heading to a local fishing spot in northern russias <unknown> republic when,agree,agree
467,19531,justin bieber <unknown> <unknown> bear saves russian fisherman       ,from being <unknown> by a,justin biebers song has saved a russian man from being <unknown> by a bear ,agree,agree
468,19547,<unknown> <unknown> found dead but still makes it to family movie night   ,officer of <unknown> <unknown> was,the site wrote <unknown> <unknown> founder and chief creative officer of <unknown> <unknown> was found,agree,agree
469,19586,angry passenger tossed off plane after crew wishes him merry christmas    ,<unknown> this week after he,a man was tossed off a flight at <unknown> this week after he freaked out,agree,agree
470,19642,wife chopped her husband 's penis off after she discovered he had <unknown> on her,<unknown> forgot to log out,the <unknown> forgot to log out of his account after the message was sent which,agree,agree
471,19664,aunt cuts off <unknown> penis because he walked in while she was on the toilet,sister his aunt had gone,my sister his aunt had gone         ,agree,agree
472,19705,<unknown> calls macabre selfie claims completely crazy        ,<unknown> singers and actors for,<unknown> known as the patron saint of <unknown> singers and actors for her work <unknown>,agree,agree
473,19716,saudi arabia <unknown> <unknown> eyes          ,a women 's eyes to,so there you have it to allow a women 's eyes to capture the unfettered,agree,agree
474,19720,five-year-old boy gets a bill for missing school friend 's birthday party   ,<unknown> was a joke at,derek <unknown> says he thought the <unknown> was a joke at first   ,agree,agree
475,19779,<unknown> <unknown> brain surgery teen wakes up <unknown> on table chats about cat  ,<number> had been taken to,<unknown> <unknown> <number> had been taken to the central clinical hospital in the city of,agree,agree
476,19795,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,to thank for his <unknown>,<unknown> said he has his granddaughter to thank for his <unknown> selection   ,agree,agree
477,19804,<unknown> poster girl for kurdish <unknown> alive and fighting <unknown> after isis claims of beheading,of <unknown> have come forward,friends of <unknown> have come forward to put an end to the rumors and state,agree,agree
478,19858,rise of the <unknown> cat pet who was killed and buried by his owner climbed,<unknown> to beloved <unknown> <unknown>,<unknown> <unknown> thought he 'd said his final <unknown> to beloved <unknown> <unknown> when he,agree,agree
479,19955,<unknown> <unknown> personal doctor denies taking <unknown> selfie       ,a source close to the,the statement disputes what a source close to the <unknown> death investigation told cnn that,agree,agree
480,20010,<unknown> unwell bride <unknown> guest in fit of rage      ,arms to do that <unknown>,just as he extended his arms to do that <unknown> had an <unknown> fit falling,agree,agree
481,20022,justin bieber saves man from bear attack        ,sharp shock can stop an,sometimes a sharp shock can stop an angry bear in its tracks and that <unknown>,agree,agree
482,20081,argentina 's president <unknown> <unknown> <unknown> jewish <unknown> to prevent him turning into a <unknown>,<unknown> the president last week,although this sounds like something straight out of a fantasy <unknown> the president last week,agree,agree
483,20110,female kurdish fighter <unknown> is alive claim supporters post cnn video as proof  ,<unknown> <number> told reporters that,<unknown> <number> told reporters that she wanted to join the forces because she lost many,agree,agree
484,20127,brain surgery recovery teenage girl wakes up during procedure talks about cats   ,can be a <unknown> but,brain surgery recovery can be a <unknown> but not everybody wakes up in the middle,agree,agree
485,20193,<unknown> <unknown> woman with three <unknown> denies surgery hoax claims     ,<unknown> who goes by the,the admittedly crazy massage <unknown> who goes by the name <unknown> <unknown> told an orlando,agree,agree
486,20250,fox news <unknown> <unknown> story about fleeing marines giving rebels their guns   ,'s because a precedent has,if this all sounds familiar it 's because a precedent has been set every time,agree,agree
487,20335,<unknown> to split into two public companies        ,struggled to adapt to the,shares of the company which has struggled to adapt to the new era of mobile,agree,agree
488,20496,justin bieber helps defend russian fisherman from bear       ,    ,              ,agree,agree
489,20503,justin bieber saved this guy from a bear attack      ,    ,              ,agree,agree
490,20574,argentina 's president <unknown> boy to end <unknown> curse      ,<unknown> to <unknown> a <unknown>,under a law the country has followed since the <unknown> to <unknown> a <unknown> legend,agree,agree
491,20610,<unknown> <unknown> the woman with three breasts        ,a woman has spent <number>,a woman has spent <number> on surgery to get a third <unknown> and her dream,agree,agree
492,20632,miracle cat <unknown> from the dead five days after burial     ,<unknown> is still in good,<unknown> is still in good spirits despite being hit by a car then buried alive,agree,agree
493,20636,mans penis destroyed by battery acid over viral sex video in south africa  ,according to <unknown> the pair,according to <unknown> the pair had been dating since december and while they agreed to,agree,agree
494,20683,man in china recovering in hospital after wife chopped off his penis   ,losing a lot of blood,a shocked lung chased his wife outside despite losing a lot of blood  ,agree,agree
495,20767,us video showing <unknown> beheading is authentic        ,<unknown> had been beheaded it,the monitoring organization site intel group announced on twitter that <unknown> had been beheaded it,agree,agree
496,20857,wife chops off cheating husbands penis twice        ,where she chopped his penis,but feng was able to sneak into the recovery room where she chopped his penis,agree,agree
497,20876,<unknown> president <unknown> jewish boy to save him from life as a <unknown>  ,the belief in the myth,the belief in the myth was so strong that centuries ago the seventh child was,agree,agree
498,20915,<unknown> girl wakes up during brain surgery asks doctors <unknown> it going   ,triggered something that caused her,experts said the operation may have triggered something that caused her to come round despite,agree,agree
499,20941,justin bieber saves man from bear attack        ,<unknown> suffered from cuts and,<unknown> suffered from cuts and severe <unknown> to his face and chest and was rescued,agree,agree
500,20946,news read the touching letter this <unknown> girl sent her teacher after he came out,<unknown> writes moving letter to,<unknown> writes moving letter to teacher who came out as gay the letter that the,agree,agree
501,21009,<unknown> cat <unknown> way out of grave and into our hearts    ,<unknown> who seemed to have,<unknown> who seemed to have been hit by a car was in a pool of,agree,agree
502,21041,saudi arabia 's national airline planning to introduce gender <unknown> on flights   ,writes <unknown> on jan <number>,writes <unknown> on jan <number> airline company <unknown> will order its staff to keep men,agree,agree
503,21089,lisa <unknown> did not send <unknown> tweet about bill <unknown> twitter account fake  ,<unknown> show <unknown> bill <unknown>,lisa <unknown> did not send a <unknown> tweet about her <unknown> show <unknown> bill <unknown>,agree,agree
504,21117,dead cat <unknown> out of grave <number> days later      ,<unknown> dug himself out of,the badly hurt weak and <unknown> <unknown> dug himself out of the grave and crept,agree,agree
505,21143,<unknown> girl <unknown> touching letter to teacher who came out as gay   ,letter from a little girl,this letter from a little girl in support of her gay teacher might bring a,agree,agree
506,21151,how 's it going teenager wakes up during brain surgery and asks doctors for progress,told the daily mail about,after her successful brain surgery recovery <unknown> told the daily mail about the experience ,agree,agree
507,21199,this third <unknown> is probably only real in our hearts     ,    ,              ,agree,agree
508,21211,justin bieber <unknown> saved a russian fisherman during a bear attack    ,russia was being attacked by,a fisherman in russia was being attacked by a brown bear and escaped death when,agree,agree
509,21217,i am lost for words <unknown> boy billed for missing friends birthday party  ,threatened to take the case,the woman has since threatened to take the case to small claims court and the,agree,agree
510,21227,president of argentina <unknown> boy to stop him from becoming a <unknown>   ,myth jose <unknown> <unknown> <unknown>,in <number> in a bid to counter the myth jose <unknown> <unknown> <unknown> of argentina,agree,agree
511,21231,ferguson and hong <unknown> have one important thing in common     ,    ,              ,agree,agree
512,21381,woman faces jail time after slicing off <unknown> nephew 's penis    ,<unknown> <number> said i had,<unknown> <unknown> 's mother <unknown> <unknown> <number> said i had popped out to see a,agree,agree
513,21424,even though you 're gay i will always treat you the same way as i,penning him a touching note,a <unknown> girl has stunned her teacher by penning him a touching note after he,agree,agree
514,21432,<unknown> girl probably a hoax because obviously        ,    ,              ,agree,agree
515,21475,story of <unknown> <unknown> who fought off boko haram is a hoax   ,recent tweets link to a,many of the more recent tweets link to a fringe news website <unknown> and a,agree,agree
516,21503,sandwich <unknown> gets comeuppance in this awesome office note saga     ,it is a hilarious note,it is a hilarious note war between the colleagues over a stolen sandwich  ,agree,agree
517,21540,fat dictator kim jong-un dying from cheese addiction       ,an operation at the <unknown>,the source added that the <unknown> dictator had undergone an operation at the <unknown> clinic,agree,agree
518,21629,justin bieber <unknown> off <unknown> bear and saves fisherman from a <unknown>   ,<unknown> may be glad to,orlando <unknown> may be glad to know he is not the only one who cant,agree,agree
519,21684,woman bit by scorpion on alaska airlines flight is chill as hell   ,the plane returned to the,the plane returned to the gate and medics checked the woman she declined additional medical,agree,agree
520,21715,cheese addiction breaks kim jong-un 's ankles        ,caused him to fracture his,the tubby tyrant is recovering from surgery after weight gain caused him to fracture his,agree,agree
521,21782,<unknown> cat is getting gender assignment surgery        ,a female cat but she,<unknown> said she 'd rather have a female cat but she 'll follow the veterinarian,agree,agree
522,21831,justin bieber saves man from bear attack        ,<unknown> is the largest land,the brown bear <unknown> <unknown> is the largest land based predator in the world adult,agree,agree
523,21942,<unknown> <unknown> personal doctor denies taking <unknown> selfie       ,she took a selfie with,<unknown> <unknown> personal doctor has said reports she took a selfie with the star before,agree,agree
524,21967,president of argentina <unknown> jewish boy to stop him turning into <unknown>   ,<unknown> <number> was born in,<unknown> <unknown> <number> was born in the argentine city of rosario the seventh son of,agree,agree
525,21974,<unknown> angry bride <unknown> guest after learning <unknown> is <unknown>     ,    ,              ,agree,agree
526,21992,a justin bieber <unknown> just saved a mans life who was being attacked by a,to take on orlando <unknown>,justin bieber may not have been able to take on orlando <unknown> but he sure,agree,agree
527,22023,man saved from bear attack when his justin bieber ringtones goes off sending bear fleeing,<unknown> <number> was walking to,russian man <unknown> <unknown> <number> was walking to his favourite fishing spot when a brown,agree,agree
528,22033,<unknown> <unknown> doctor denies selfie          ,    ,              ,agree,agree
529,22055,grieving afghan mother takes bloody revenge by killing <number> taliban militants during seven hour battle,militants who gunned down her,a grieving afghan mother took bloody revenge on the taliban militants who gunned down her,agree,agree
530,22124,finally proof that justin bieber is unbearable russian fisherman saved from bear attack when <unknown>,know that sort of <unknown>,i know that sort of <unknown> isnt to everyones taste but my granddaughter loaded it,agree,agree
531,22203,no joke <unknown> billed for missing friends birthday party      ,alex out with his <unknown>,so where was alex out with his <unknown> whom he chose over the party when,agree,agree
532,22213,desperate bride <unknown> wedding guest instead of <unknown>       ,he would not be able,<unknown> pleaded with <unknown> telling her that he would not be able to face friends,agree,agree
533,22376,brain op shock as teen wakes up <unknown>       ,middle of a brain operation,a teenager woke up in the middle of a brain operation and asked doctors how,agree,agree
534,22444,i will have justice for what they did to me pregnant st louis woman loses,<unknown> when a police officer,just hours later she would be part of the tragic <unknown> when a police officer,agree,agree
535,22523,florida woman has surgery to add third <unknown> to make herself <unknown> to men ,<unknown> who goes by the,the admittedly crazy massage <unknown> who goes by the name <unknown> <unknown> told an orlando,agree,agree
536,22533,<unknown> kills mate because he has a small penis      ,shelter in <unknown> forest in,staff at the animal shelter in <unknown> forest in <unknown> where she lives had introduced,agree,agree
537,22656,<unknown> <unknown> set to choose nevada for its <unknown>      ,<unknown> has chosen nevada for,las vegas the electric car company <unknown> has chosen nevada for its new battery factory,agree,agree
538,22684,<unknown> president <unknown> jewish boy to save him from life as a <unknown>  ,by a <unknown> in <number>,starting in <number> the tradition was formally established by a <unknown> in <number> by juan,agree,agree
539,22728,<unknown> cat buried cat <unknown> way out of grave after being left for dead ,has had a shitty week,the <unknown> hell cat pictured above has had a shitty week first the <unknown> <unknown>,agree,agree
540,22729,<unknown> angry bride <unknown> guest after learning <unknown> is <unknown>     ,rushed to a doctor by,meanwhile <unknown> who had been rushed to a doctor by his relatives went back to,agree,agree
541,22748,teen wakes up during brain surgery asks how its going     ,<number> had been taken to,<unknown> <unknown> <number> had been taken to the central clinical hospital in the city of,agree,agree
542,22832,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,<unknown> <number> was <unknown> the,<unknown> <unknown> <number> was <unknown> the boy for her sister and became so <unknown> at,agree,agree
543,22898,three <unknown> are most likely two <unknown> and a lie     ,    ,              ,agree,agree
544,22938,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,the phone the aunt went,instead of giving him the phone the aunt went into the kitchen picked up a,agree,agree
545,22978,saudi arabia airline <unknown> saudi airlines to <unknown> seats based on gender   ,september published an article entitled,uks the week in september published an article entitled eleven things women in saudi arabia,agree,agree
546,23031,wife chops off cheating husbands penis twice then stray animal <unknown> it   ,<number> had used his wife,<unknown> dad of five fan lung <number> had used his wife 's cell phone to,agree,agree
547,23034,this third <unknown> is probably only real in our hearts     ,be <unknown> a reality series,yes <unknown> purports to be <unknown> a reality series she hopes will be picked up,agree,agree
548,23162,the story of the <unknown> lady is as fake as her third <unknown>  ,that no <unknown> in their,doctors have confirmed that no <unknown> in their right mind would allow this surgery to,agree,agree
549,23292,florida woman gets third <unknown> to become <unknown> <number>      ,she found a <unknown> who,<unknown> <unknown> contacted over <number> doctors before she found a <unknown> who was willing to,agree,agree
550,23489,missing <unknown> soldiers found trying to cross us border to canada    ,traveled to the us to,they had traveled to the us to take part in a <unknown> training exercise and,agree,agree
551,23490,florida woman gets plastic surgery to add a third <unknown>     ,<unknown> had to call <unknown>,<unknown> had to call <unknown> doctors in order to get her controversial operation she said,agree,agree
552,23506,south korean woman 's hair eaten by robot vacuum cleaner     ,department with a desperate rescue,unable to free herself she called the fire department with a desperate rescue plea and,agree,agree
553,23509,cruel aunt cuts off <unknown> <unknown> penis after he walks in on her using the,from henan province in central,<unknown> <unknown> from henan province in central china is said to have attacked the boy,agree,agree
554,23668,woman bit by scorpion on alaska airlines flight is chill as hell   ,<unknown> today sports oregon state,<unknown> tinkle <unknown> <unknown> today sports oregon state coach wayne tinkle said a woman sitting,agree,agree
555,23720,woman gets third <unknown> <unknown> wants to be <unknown> to men    ,had to see countless doctors,she said she had to see countless doctors before finding one who would do the,agree,agree
556,23821,office sandwich <unknown> is caught after hilarious note war reaches <unknown> <unknown>   ,it is a hilarious note,it is a hilarious note war between the colleagues over a stolen sandwich  ,agree,agree
557,23832,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,him was a knife and,next to him was a knife and his penis      ,agree,agree
558,23877,wife chops off cheating husbands penis twice        ,where she chopped his penis,but feng was able to sneak into the recovery room where she chopped his penis,agree,agree
